age,gender,education_level,years_experience,job_title,performance_score,industry,city,previous_companies,remote_worker,salary
23,Female,Bachelors,1.4,JobRole_5,2.7,Finance,Denver,0,Yes,77489.67
21,Male,Bachelors,0.0,JobRole_12,2.8,Retail,Miami,0,No,53563.1
33,Male,HighSchool,14.6,JobRole_3,3.0,Retail,Miami,1,No,62857.75
24,Male,HighSchool,2.5,JobRole_12,3.1,Tech,Seattle,1,Yes,73635.87
24,Male,Bachelors,2.9,JobRole_15,3.7,Retail,Boston,0,No,54872.1
40,Female,HighSchool,21.5,JobRole_2,4.2,Tech,Seattle,2,Yes,103104.75
43,Female,Bachelors,27.9,JobRole_13,4.8,Healthcare,Miami,0,Yes,119838.16
42,Male,Bachelors,28.3,JobRole_4,3.8,Tech,Dallas,0,Yes,110451.05
44,Male,Bachelors,25.4,JobRole_13,2.0,Healthcare,Los Angeles,2,No,127762.89
45,Female,HighSchool,24.7,JobRole_14,4.9,Healthcare,Austin,3,No,86698.39
21,Female,Bachelors,4.9,JobRole_12,4.3,Tech,Miami,0,Yes,67026.49
39,Female,Bachelors,22.5,JobRole_1,3.5,Tech,Atlanta,4,Yes,99651.33
31,Female,Bachelors,13.6,JobRole_11,4.4,Tech,San Francisco,2,No,138721.18
30,Male,HighSchool,5.3,JobRole_12,3.7,Healthcare,Boston,4,No,71201.84
40,Female,Bachelors,23.6,JobRole_2,4.2,Retail,Boston,3,No,108019.24
22,Male,Masters,3.1,JobRole_8,3.8,Finance,Raleigh,5,Yes,91495.38
21,Male,HighSchool,0.0,JobRole_5,2.6,Finance,Los Angeles,0,No,68715.16
41,Male,Bachelors,19.0,JobRole_5,3.4,Tech,San Francisco,2,No,147465.29
39,Male,Bachelors,20.7,JobRole_3,4.2,Healthcare,Denver,4,No,108617.58
37,Female,Masters,9.5,JobRole_14,3.6,Healthcare,Los Angeles,5,No,125356.77
28,Female,Bachelors,7.6,JobRole_11,3.6,Tech,Denver,3,No,97172.19
41,Male,Bachelors,19.0,JobRole_1,4.7,Tech,Miami,5,Yes,107416.18
41,Male,Masters,18.7,JobRole_6,1.8,Finance,San Francisco,1,Yes,125105.74
36,Male,Bachelors,14.6,JobRole_15,4.7,Tech,Raleigh,2,Yes,81647.79
26,Male,Bachelors,1.6,JobRole_15,3.5,Tech,Seattle,4,Yes,95321.63
32,Female,HighSchool,15.2,JobRole_14,3.7,Finance,Chicago,2,Yes,81979.85
42,Female,PhD,15.6,JobRole_12,4.1,Healthcare,Los Angeles,3,No,122844.05
46,Female,Masters,26.5,JobRole_1,3.7,Finance,Raleigh,2,Yes,100965.51
33,Female,Bachelors,10.5,JobRole_4,2.8,Tech,Seattle,1,No,106312.93
34,Female,HighSchool,20.0,JobRole_14,4.4,Tech,Atlanta,1,No,89026.44
34,Male,HighSchool,14.1,JobRole_4,5.0,Tech,Boston,0,Yes,110685.85
38,Male,Bachelors,11.6,JobRole_11,4.6,Finance,Los Angeles,2,Yes,129352.94
31,Male,Bachelors,12.6,JobRole_3,4.6,Healthcare,Los Angeles,1,No,109449.62
21,Female,Bachelors,0.0,JobRole_4,2.2,Tech,Boston,1,No,87385.44
45,Female,Bachelors,28.0,JobRole_14,4.8,Tech,Austin,3,No,119140.81
50,Male,Masters,31.9,JobRole_6,3.8,Tech,Atlanta,1,Yes,117591.64
31,Male,Bachelors,15.4,JobRole_6,3.3,Tech,Austin,1,No,86859.66
27,Male,Bachelors,7.6,JobRole_14,3.5,Finance,Miami,2,No,97192.46
34,Female,Masters,16.5,JobRole_11,4.9,Tech,Los Angeles,2,Yes,157029.12
34,Male,Bachelors,14.1,JobRole_6,3.0,Healthcare,New York,1,Yes,119178.82
43,Female,Masters,21.2,JobRole_6,3.6,Healthcare,Denver,5,No,101018.9
36,Female,HighSchool,19.2,JobRole_4,2.8,Healthcare,Austin,2,Yes,77534.97
29,Male,Masters,5.3,JobRole_11,2.1,Retail,Boston,3,No,96596.53
25,Female,Masters,4.9,JobRole_7,3.2,Retail,Boston,1,No,75952.86
42,Female,Bachelors,20.3,JobRole_7,4.8,Tech,San Francisco,1,No,164849.68
40,Male,Bachelors,22.5,JobRole_2,4.9,Healthcare,Austin,2,Yes,92379.05
44,Female,HighSchool,21.2,JobRole_12,4.1,Finance,Los Angeles,2,Yes,96482.77
28,Male,Bachelors,6.8,JobRole_6,3.6,Tech,Austin,3,No,89150.71
50,Male,Bachelors,30.1,JobRole_5,3.6,Tech,New York,0,No,160990.67
22,Female,HighSchool,6.5,JobRole_10,2.2,Tech,Boston,1,No,96950.78
41,Female,Masters,19.4,JobRole_1,2.8,Retail,Los Angeles,1,No,108823.31
21,Other,Masters,0.0,JobRole_14,4.4,Tech,Austin,3,Yes,95250.12
29,Female,Masters,5.0,JobRole_3,2.4,Tech,Chicago,0,No,92961.81
48,Female,Bachelors,25.1,JobRole_9,2.6,Healthcare,Raleigh,0,No,91117.25
42,Female,Bachelors,23.2,JobRole_13,3.3,Healthcare,Austin,2,No,113526.57
31,Female,Masters,11.1,JobRole_11,2.1,Finance,Seattle,0,No,120770.32
31,Female,Bachelors,11.1,JobRole_9,4.5,Tech,Dallas,1,Yes,103532.46
36,Male,Bachelors,21.2,JobRole_10,3.9,Tech,Raleigh,4,Yes,113462.23
40,Female,Bachelors,15.0,JobRole_9,3.4,Finance,San Francisco,1,No,127170.62
46,Male,Bachelors,33.0,JobRole_11,4.5,Healthcare,Raleigh,1,No,114142.01
32,Male,HighSchool,15.5,JobRole_10,4.4,Tech,Raleigh,0,Yes,77276.23
23,Male,HighSchool,2.0,JobRole_5,3.5,Tech,Denver,2,No,60529.4
37,Female,Bachelors,18.2,JobRole_6,3.8,Tech,Raleigh,5,No,85353.54
32,Male,Bachelors,10.0,JobRole_9,2.6,Finance,Chicago,1,No,97830.58
25,Male,Masters,6.0,JobRole_4,3.0,Tech,Dallas,3,Yes,90342.53
38,Female,Bachelors,24.4,JobRole_11,4.5,Retail,Seattle,5,No,127177.62
34,Male,Bachelors,12.1,JobRole_4,3.7,Healthcare,San Francisco,6,No,121250.8
38,Female,Bachelors,17.3,JobRole_12,4.8,Tech,Austin,1,Yes,89313.39
28,Male,Bachelors,5.7,JobRole_9,4.2,Retail,Raleigh,2,Yes,63995.08
39,Male,HighSchool,17.2,JobRole_12,2.2,Healthcare,Miami,1,Yes,59654.92
25,Male,HighSchool,3.8,JobRole_7,3.8,Retail,Austin,1,No,59470.69
29,Female,Bachelors,5.7,JobRole_6,3.5,Tech,Miami,1,No,77649.32
34,Male,HighSchool,13.2,JobRole_10,2.2,Retail,Denver,1,No,62029.38
49,Female,Bachelors,29.2,JobRole_6,2.5,Tech,Chicago,1,Yes,99510.72
42,Male,Masters,20.8,JobRole_13,3.3,Healthcare,Seattle,1,No,145763.78
44,Male,Bachelors,17.1,JobRole_15,3.5,Tech,Boston,1,Yes,117129.55
47,Male,HighSchool,26.5,JobRole_5,4.7,Healthcare,Raleigh,2,No,90400.99
64,Male,Masters,43.9,JobRole_12,3.6,Tech,Chicago,1,Yes,129932.92
36,Female,Bachelors,21.7,JobRole_11,5.0,Healthcare,Raleigh,2,No,105621.96
47,Female,HighSchool,27.1,JobRole_4,4.6,Tech,Boston,0,Yes,112305.91
44,Female,HighSchool,26.8,JobRole_3,3.9,Tech,New York,3,No,129400.79
43,Male,Bachelors,21.7,JobRole_14,4.2,Finance,Chicago,4,Yes,95931.97
50,Male,Bachelors,33.9,JobRole_7,5.0,Tech,Denver,2,Yes,123583.44
32,Male,HighSchool,9.2,JobRole_5,3.4,Tech,Denver,3,No,86301.55
32,Female,Bachelors,13.5,JobRole_2,3.6,Tech,Raleigh,1,No,71721.61
38,Male,Masters,20.5,JobRole_3,4.3,Retail,Chicago,0,Yes,100089.44
34,Female,Bachelors,16.1,JobRole_5,2.9,Healthcare,Seattle,1,Yes,110519.23
38,Male,Bachelors,24.5,JobRole_9,4.0,Tech,Denver,3,No,118973.14
48,Male,Bachelors,26.2,JobRole_12,3.5,Tech,San Francisco,2,Yes,156143.6
32,Male,HighSchool,16.2,JobRole_6,4.5,Tech,Los Angeles,1,Yes,101207.44
33,Male,Bachelors,16.5,JobRole_15,3.7,Healthcare,Denver,4,Yes,93826.1
37,Female,Masters,17.1,JobRole_11,4.5,Healthcare,Boston,5,No,123935.69
34,Male,HighSchool,19.5,JobRole_2,3.7,Finance,Austin,1,No,81407.38
21,Female,PhD,0.6,JobRole_8,2.2,Tech,Boston,3,No,124527.75
31,Male,Bachelors,11.1,JobRole_12,4.9,Tech,San Francisco,3,Yes,128996.94
41,Female,Bachelors,21.0,JobRole_14,3.2,Finance,Chicago,2,No,101873.49
47,Male,HighSchool,23.2,JobRole_6,4.0,Healthcare,Miami,2,Yes,93678.63
26,Female,Bachelors,8.3,JobRole_6,3.8,Tech,Raleigh,1,Yes,62806.27
26,Female,Bachelors,7.8,JobRole_13,4.3,Finance,Dallas,0,No,96891.65
36,Female,Bachelors,15.7,JobRole_14,5.0,Tech,Boston,2,Yes,121231.14
21,Male,Bachelors,6.3,JobRole_8,3.3,Finance,Boston,2,No,93349.97
32,Female,Bachelors,10.7,JobRole_15,2.9,Healthcare,Boston,6,No,89186.66
22,Male,Masters,0.0,JobRole_7,1.5,Retail,Atlanta,0,No,61007.77
46,Male,HighSchool,31.7,JobRole_15,4.0,Finance,Miami,2,No,102100.97
29,Male,Bachelors,12.0,JobRole_13,1.8,Tech,Atlanta,1,No,89801.61
49,Male,HighSchool,30.9,JobRole_15,3.3,Healthcare,Denver,0,No,107299.29
44,Other,Bachelors,23.0,JobRole_5,3.9,Healthcare,Dallas,1,Yes,96905.0
30,Male,Masters,11.0,JobRole_11,4.8,Healthcare,Atlanta,1,No,85055.92
27,Female,HighSchool,3.2,JobRole_14,3.3,Finance,Boston,3,No,77655.2
34,Female,Masters,13.3,JobRole_9,4.3,Tech,New York,3,No,136811.48
35,Male,Masters,12.3,JobRole_1,3.7,Healthcare,New York,2,Yes,127109.25
38,Female,Bachelors,18.8,JobRole_13,3.8,Retail,Dallas,2,No,86935.31
29,Male,HighSchool,11.8,JobRole_4,4.5,Finance,Denver,5,No,85269.92
41,Female,Masters,17.9,JobRole_15,,Tech,Seattle,3,Yes,123329.34
38,Male,Masters,20.2,JobRole_10,3.5,Tech,San Francisco,4,Yes,158354.96
33,Female,Bachelors,13.6,JobRole_12,4.7,Tech,New York,0,Yes,117592.74
30,Female,Masters,12.1,JobRole_11,3.2,Finance,Miami,3,No,113111.42
34,Female,Masters,13.3,JobRole_9,2.9,Healthcare,Chicago,2,No,90279.28
29,Male,Bachelors,11.1,JobRole_2,2.7,Tech,Los Angeles,4,Yes,100596.18
36,Male,Masters,13.9,JobRole_13,3.4,Healthcare,Dallas,2,No,101662.12
36,Male,Bachelors,11.0,JobRole_13,3.7,Tech,Miami,2,No,102558.21
38,Male,Bachelors,13.6,JobRole_3,4.0,Retail,Chicago,5,No,71508.12
50,Male,Bachelors,28.5,JobRole_3,3.9,Tech,San Francisco,1,Yes,168519.15
34,Female,Bachelors,9.2,JobRole_6,3.3,Healthcare,Miami,3,Yes,74816.97
44,Male,Masters,28.7,JobRole_15,4.3,Healthcare,San Francisco,3,No,154574.27
37,Male,HighSchool,16.8,JobRole_3,4.6,Finance,Chicago,4,No,72627.46
34,Female,Bachelors,16.8,JobRole_3,1.2,Tech,Los Angeles,4,No,101787.89
35,Female,Masters,17.4,JobRole_5,2.3,Finance,San Francisco,2,No,152212.9
35,Male,Bachelors,15.0,JobRole_13,4.5,Tech,Denver,3,No,115965.83
38,Male,Bachelors,28.6,JobRole_3,3.8,Tech,Boston,2,Yes,133360.61
28,Male,Bachelors,16.8,JobRole_5,4.5,Tech,Seattle,2,No,139295.82
24,Male,Bachelors,8.2,JobRole_3,2.5,Tech,Chicago,2,Yes,101088.26
41,Female,Masters,18.3,JobRole_2,3.8,Finance,Boston,1,No,108344.09
43,Male,Bachelors,27.3,JobRole_8,3.0,Tech,Miami,2,No,109769.12
41,Female,Bachelors,15.8,JobRole_3,4.1,Healthcare,Dallas,3,Yes,90033.53
37,Female,Bachelors,21.2,JobRole_6,3.6,Tech,Chicago,3,No,102377.52
42,Female,HighSchool,14.3,JobRole_11,2.5,Tech,San Francisco,3,No,121143.07
41,Male,Bachelors,20.0,JobRole_2,4.3,Finance,Chicago,0,No,89012.58
42,Male,HighSchool,25.6,JobRole_1,4.4,Tech,San Francisco,0,Yes,139053.28
29,Female,Bachelors,10.2,JobRole_8,3.4,Healthcare,Miami,4,Yes,69968.64
27,Male,Bachelors,2.6,JobRole_12,3.0,Tech,Boston,5,Yes,101929.62
32,Male,HighSchool,12.5,JobRole_3,4.4,Tech,Boston,1,No,116286.08
35,Male,HighSchool,16.2,JobRole_2,4.1,Healthcare,Chicago,5,Yes,77300.71
34,Male,Bachelors,14.6,JobRole_2,3.7,Healthcare,Dallas,2,Yes,86356.22
21,Female,Masters,0.0,JobRole_5,2.4,Finance,Dallas,5,Yes,91081.53
49,Male,Bachelors,31.6,JobRole_6,5.0,Healthcare,Denver,1,No,116665.87
33,Male,HighSchool,16.4,JobRole_11,3.7,Retail,Los Angeles,3,No,89288.09
37,Male,Masters,16.5,JobRole_14,5.0,Tech,Los Angeles,4,Yes,159732.39
45,Female,Masters,29.6,JobRole_2,3.7,Tech,Denver,3,Yes,125557.16
21,Female,Bachelors,0.5,JobRole_6,3.1,Tech,Los Angeles,1,Yes,91563.28
31,Female,Bachelors,9.5,JobRole_1,3.2,Tech,Boston,3,Yes,104109.66
32,Male,Bachelors,16.1,JobRole_9,3.9,Tech,Atlanta,5,Yes,99225.69
33,Male,Masters,17.0,JobRole_4,3.8,Tech,Austin,2,Yes,126432.53
34,Male,Bachelors,12.1,JobRole_13,4.2,Tech,Austin,1,No,102872.79
47,Female,PhD,24.7,JobRole_14,3.8,Healthcare,Dallas,2,Yes,113957.69
41,Female,Bachelors,26.3,JobRole_13,4.3,Finance,Atlanta,1,No,103975.41
43,Female,Bachelors,,JobRole_5,4.4,Retail,Los Angeles,2,No,116641.11
36,Male,Masters,16.0,JobRole_3,2.6,Tech,San Francisco,0,Yes,162026.34
24,Female,Masters,,JobRole_6,2.6,Healthcare,Raleigh,2,No,61929.67
21,Male,Masters,5.0,JobRole_1,2.5,Healthcare,Seattle,5,Yes,113063.81
23,Female,Masters,9.4,JobRole_7,4.2,Finance,Raleigh,1,No,83342.28
38,Male,Masters,18.2,JobRole_8,4.7,Retail,Miami,1,Yes,89498.6
36,Female,Bachelors,23.3,JobRole_3,3.6,Tech,Miami,1,Yes,106790.33
34,Male,Bachelors,12.3,JobRole_2,4.1,Finance,Chicago,1,No,96091.53
33,Male,Bachelors,12.2,JobRole_12,3.3,Tech,Chicago,1,Yes,86412.56
52,Female,Bachelors,34.0,JobRole_14,4.8,Retail,Miami,1,No,103418.21
29,Male,Bachelors,6.5,JobRole_4,5.0,Retail,San Francisco,1,No,93724.64
43,Female,Bachelors,25.0,JobRole_8,5.0,Tech,Atlanta,4,Yes,98537.72
36,Female,HighSchool,14.4,JobRole_11,4.8,Tech,Dallas,2,No,90564.23
35,Female,HighSchool,10.4,JobRole_8,5.0,Tech,Raleigh,4,Yes,63167.29
45,Male,Masters,19.8,JobRole_14,4.3,Healthcare,Los Angeles,3,No,130645.23
47,Male,HighSchool,26.0,JobRole_12,4.9,Retail,Dallas,1,No,75146.26
34,Female,HighSchool,,JobRole_11,3.4,Retail,Chicago,2,No,70366.07
42,Male,Bachelors,17.9,JobRole_13,4.4,Tech,Austin,0,No,94904.5
38,Female,Bachelors,18.5,JobRole_8,3.1,Tech,San Francisco,0,Yes,126443.59
36,Male,Bachelors,16.5,JobRole_2,5.0,Healthcare,Atlanta,1,No,82055.25
37,Male,HighSchool,16.5,JobRole_13,3.1,Retail,,3,No,99923.22
30,Male,HighSchool,7.2,JobRole_4,3.5,Tech,Atlanta,2,Yes,85080.91
33,Male,Masters,13.7,JobRole_10,3.4,Tech,Los Angeles,6,Yes,132963.03
31,Male,Masters,10.6,JobRole_15,3.7,Tech,Austin,3,No,112507.62
43,Female,HighSchool,25.9,JobRole_1,4.4,Tech,Raleigh,2,No,86732.25
35,Female,Bachelors,11.1,JobRole_11,2.4,Finance,New York,2,No,123615.6
25,Male,Bachelors,5.3,JobRole_7,3.5,Finance,Denver,2,Yes,74369.41
30,Female,Masters,6.2,JobRole_15,4.6,Finance,Atlanta,1,No,88062.81
21,Male,Bachelors,0.3,JobRole_10,3.4,Healthcare,San Francisco,2,Yes,118566.2
32,Female,Bachelors,8.7,JobRole_6,4.2,Healthcare,Los Angeles,2,No,78420.49
36,Female,Bachelors,13.2,JobRole_11,2.2,Healthcare,Miami,5,No,81876.68
34,Female,Bachelors,14.0,JobRole_7,3.0,Tech,Austin,1,No,87542.59
51,Male,Bachelors,29.3,JobRole_10,5.0,Tech,Miami,1,Yes,127310.23
40,Male,Bachelors,24.4,JobRole_12,3.4,Healthcare,Denver,1,No,93933.3
40,Male,Masters,23.5,JobRole_5,3.6,Retail,San Francisco,4,Yes,143140.48
22,Female,Bachelors,4.4,JobRole_6,,Finance,New York,3,Yes,104045.14
33,Male,Bachelors,15.4,JobRole_12,3.5,Tech,Dallas,4,Yes,103210.3
32,Female,Masters,12.4,JobRole_6,1.3,Tech,Dallas,1,Yes,83867.59
29,Male,Masters,12.9,JobRole_6,4.3,Retail,Los Angeles,1,Yes,105126.23
29,Female,,8.1,JobRole_9,,Healthcare,Raleigh,3,No,70481.16
21,Male,Bachelors,7.4,JobRole_14,4.3,Tech,Chicago,1,Yes,84016.15
25,Male,Bachelors,2.2,JobRole_4,3.7,Tech,San Francisco,2,No,101693.4
42,Male,HighSchool,18.6,JobRole_2,3.4,Tech,Chicago,2,Yes,85762.35
34,Male,Bachelors,9.8,JobRole_9,4.0,Tech,Los Angeles,0,No,128505.25
31,Male,Masters,7.3,JobRole_10,3.1,Healthcare,Los Angeles,2,No,119012.66
35,Female,Bachelors,10.1,JobRole_7,4.0,Retail,Denver,1,No,58782.85
45,Male,Bachelors,25.6,JobRole_5,5.0,Tech,Chicago,2,Yes,131785.07
36,Male,HighSchool,18.6,JobRole_6,4.7,Tech,Miami,1,No,77921.03
40,Female,Bachelors,20.1,JobRole_11,3.7,Finance,New York,2,No,154924.06
29,Male,Bachelors,4.8,JobRole_7,2.5,Finance,Los Angeles,2,No,97935.41
31,Female,Bachelors,9.6,JobRole_5,3.9,Tech,San Francisco,0,Yes,132785.86
38,Other,Bachelors,20.5,JobRole_5,4.0,Healthcare,San Francisco,3,Yes,142188.66
51,Male,Bachelors,30.0,JobRole_6,3.6,Retail,Chicago,3,No,89582.82
47,Male,Bachelors,24.6,JobRole_8,4.9,Tech,Chicago,5,Yes,117581.65
40,Male,Bachelors,15.5,JobRole_13,4.0,Healthcare,San Francisco,2,No,152641.06
37,Female,Bachelors,15.7,JobRole_2,4.4,Finance,Denver,1,Yes,86763.02
47,Female,Bachelors,24.9,JobRole_15,2.1,Tech,Atlanta,1,Yes,103466.85
42,Female,Bachelors,21.7,JobRole_11,2.1,Tech,Denver,2,No,93778.41
21,Female,Masters,2.4,JobRole_10,4.0,Finance,Raleigh,0,No,70809.69
27,Male,Masters,6.2,JobRole_9,4.1,Finance,San Francisco,3,No,131569.76
38,Female,Masters,18.6,JobRole_14,3.1,Tech,Raleigh,2,No,106488.15
21,Female,HighSchool,2.4,JobRole_10,4.4,Healthcare,Denver,4,Yes,57662.15
28,Female,Bachelors,4.3,JobRole_5,4.5,Finance,Boston,1,No,114490.78
30,Female,Bachelors,15.7,JobRole_4,3.7,Finance,Chicago,2,Yes,93329.53
33,Female,Masters,10.8,JobRole_8,4.4,Healthcare,Seattle,2,Yes,115908.07
33,Male,Masters,,JobRole_4,4.4,Finance,Miami,1,No,94933.97
33,Male,Masters,9.6,JobRole_2,4.6,Retail,Los Angeles,1,No,89077.44
42,Male,HighSchool,22.3,JobRole_5,4.1,Healthcare,Miami,1,No,91407.46
33,Male,Masters,13.4,JobRole_5,4.1,Finance,Atlanta,3,No,94051.86
32,Female,Masters,17.0,JobRole_4,4.3,Finance,Raleigh,2,Yes,99983.75
25,Male,HighSchool,4.3,JobRole_3,2.9,Tech,Seattle,5,No,83868.5
44,Female,Bachelors,27.9,JobRole_11,3.1,Retail,Miami,0,No,101461.11
30,Male,Bachelors,10.9,JobRole_5,3.1,Tech,Raleigh,3,Yes,88363.09
27,Male,Bachelors,12.6,JobRole_9,4.4,Tech,Seattle,1,No,117677.13
37,Female,Bachelors,11.7,JobRole_9,3.3,Tech,Denver,4,Yes,82439.88
29,Female,Masters,10.4,JobRole_9,2.4,Retail,San Francisco,2,Yes,112690.06
31,Male,Masters,3.0,JobRole_6,1.5,Tech,San Francisco,3,Yes,137954.72
38,Male,Masters,17.8,JobRole_8,3.8,Healthcare,Raleigh,2,Yes,81216.95
33,Male,Bachelors,16.1,JobRole_1,4.6,Healthcare,New York,2,No,123591.82
54,Male,Bachelors,38.3,JobRole_15,3.8,Finance,Dallas,0,No,116183.81
35,Male,Bachelors,17.2,JobRole_1,3.7,Healthcare,Raleigh,5,No,91995.9
40,Male,Bachelors,19.1,JobRole_7,,Tech,Miami,5,Yes,88039.37
21,Female,HighSchool,2.6,JobRole_12,3.1,Retail,San Francisco,2,No,56038.94
29,Female,Masters,16.5,JobRole_5,3.4,Finance,Chicago,3,No,114731.62
27,Female,Bachelors,7.2,JobRole_2,2.8,Retail,Dallas,3,No,55504.32
28,Female,HighSchool,10.9,JobRole_4,4.7,Tech,Atlanta,1,No,72206.18
39,Male,HighSchool,17.7,JobRole_4,4.2,Tech,Denver,0,No,101022.48
44,Female,Masters,27.2,JobRole_6,3.1,Tech,Seattle,3,No,143404.61
38,Male,Bachelors,20.7,JobRole_8,3.4,Healthcare,San Francisco,2,No,131394.71
34,Female,Bachelors,12.2,JobRole_13,3.4,Tech,Chicago,6,Yes,109240.04
30,Male,PhD,,JobRole_3,3.8,Tech,Los Angeles,2,No,136203.72
44,Male,Bachelors,26.5,JobRole_12,4.2,Tech,New York,4,Yes,147743.59
52,Female,HighSchool,34.2,JobRole_12,4.0,Healthcare,Raleigh,1,No,73302.62
37,Female,Bachelors,16.9,JobRole_14,3.7,Healthcare,Raleigh,1,Yes,79291.82
43,Female,HighSchool,26.7,JobRole_7,4.3,Finance,Raleigh,5,Yes,81455.62
38,Female,HighSchool,15.2,JobRole_15,3.4,Tech,Atlanta,1,Yes,71845.67
42,Male,Masters,22.0,JobRole_2,5.0,Retail,Austin,0,No,105510.32
26,Male,Bachelors,6.3,JobRole_9,4.3,Retail,Dallas,4,No,72038.11
32,Male,Bachelors,15.5,JobRole_12,3.6,Tech,Los Angeles,1,Yes,101690.29
39,Female,Bachelors,16.1,JobRole_7,4.7,Finance,New York,2,No,118787.2
45,Female,Bachelors,25.7,JobRole_15,4.4,Healthcare,New York,2,No,120987.5
29,Male,Bachelors,7.5,JobRole_1,3.9,Tech,Chicago,3,Yes,88567.07
21,Female,HighSchool,1.3,JobRole_13,4.6,Healthcare,New York,3,Yes,95203.52
32,Female,Bachelors,13.2,JobRole_4,4.4,Healthcare,Raleigh,2,Yes,76533.29
44,Male,Bachelors,20.2,JobRole_2,4.7,Finance,Seattle,1,Yes,117304.5
23,Female,Bachelors,6.8,JobRole_10,2.6,Tech,Atlanta,3,No,86907.64
26,Female,Bachelors,7.3,JobRole_5,3.5,Finance,Raleigh,3,Yes,69600.62
37,Female,HighSchool,14.4,JobRole_9,3.2,Tech,Los Angeles,3,Yes,103552.33
35,Male,Bachelors,14.0,JobRole_3,2.6,Retail,Raleigh,2,No,59150.22
40,Male,Masters,24.5,JobRole_5,2.7,Retail,Dallas,2,No,103852.26
26,Male,Bachelors,7.2,JobRole_11,4.2,Finance,Boston,2,Yes,118080.84
33,Male,Masters,10.1,JobRole_10,3.8,Tech,Denver,3,No,111278.91
45,Female,Bachelors,22.6,JobRole_2,2.8,Tech,Raleigh,2,Yes,89869.58
26,Male,PhD,7.9,JobRole_15,3.6,Finance,Austin,5,No,106151.24
47,Female,Bachelors,29.2,JobRole_4,3.7,Healthcare,Los Angeles,4,No,114120.94
27,Male,Masters,8.1,JobRole_2,,Tech,Los Angeles,2,No,101186.06
42,Male,Bachelors,21.1,JobRole_8,4.5,Finance,Miami,3,No,111933.65
33,Male,Masters,15.4,JobRole_7,3.6,Finance,Atlanta,5,No,98720.14
26,Female,Masters,5.1,JobRole_7,4.3,Tech,Los Angeles,0,Yes,112164.05
32,Female,Bachelors,9.4,JobRole_7,3.2,Tech,Dallas,1,Yes,89974.31
40,Male,Masters,24.8,JobRole_9,2.2,Finance,New York,0,No,142543.09
35,Female,Bachelors,16.5,JobRole_2,3.9,Retail,Seattle,5,No,81364.17
44,Male,Bachelors,21.6,JobRole_6,4.2,Healthcare,Atlanta,2,No,90364.34
47,Male,Bachelors,27.4,JobRole_15,3.9,Finance,Miami,0,No,110416.25
26,Male,HighSchool,6.1,JobRole_12,3.7,Finance,Austin,2,No,74549.77
25,Male,Bachelors,4.0,JobRole_13,3.1,Finance,Dallas,1,Yes,80434.94
25,Female,PhD,5.7,JobRole_14,3.4,Healthcare,Austin,1,Yes,107366.12
28,Male,Masters,5.2,JobRole_4,3.6,Tech,Dallas,3,No,91711.07
44,Male,Masters,26.6,JobRole_13,4.8,Healthcare,Atlanta,4,Yes,129395.6
40,Male,Bachelors,20.0,JobRole_12,3.7,Tech,Chicago,0,Yes,109028.42
31,Female,Bachelors,6.2,JobRole_10,2.9,Healthcare,Atlanta,2,No,79538.86
35,Male,Bachelors,14.3,JobRole_11,3.3,Retail,Atlanta,1,Yes,85797.53
47,Female,Bachelors,25.2,JobRole_6,3.9,Finance,Seattle,0,Yes,108684.93
51,Male,HighSchool,22.0,JobRole_9,2.9,Tech,Chicago,0,No,85727.8
38,Male,Bachelors,17.5,JobRole_11,3.1,Healthcare,Chicago,0,No,107263.34
21,Female,Masters,4.1,JobRole_1,3.5,Retail,Austin,3,Yes,78142.46
38,Male,Bachelors,17.7,JobRole_2,5.0,Retail,Raleigh,2,No,67040.91
43,Female,HighSchool,25.1,JobRole_6,4.6,Retail,Miami,3,No,74424.77
37,Male,Bachelors,17.0,JobRole_15,3.7,Finance,San Francisco,2,No,119171.37
41,Female,Bachelors,19.6,JobRole_12,3.1,Retail,Seattle,0,No,82278.84
38,Male,Bachelors,15.8,JobRole_12,2.6,Tech,Los Angeles,1,Yes,111865.94
26,Female,Bachelors,2.2,JobRole_7,4.3,Tech,Raleigh,2,Yes,81504.03
28,Male,Bachelors,10.8,JobRole_13,4.3,Finance,Los Angeles,1,No,121661.87
33,Male,Masters,15.2,JobRole_3,4.2,Tech,Los Angeles,1,Yes,144263.53
44,Male,Bachelors,23.2,JobRole_1,3.8,Tech,Dallas,1,No,100028.01
29,Male,Masters,2.9,JobRole_7,2.8,Finance,Atlanta,2,No,73376.69
39,Male,Bachelors,20.4,JobRole_12,2.9,Healthcare,Dallas,3,Yes,80626.24
38,Male,Bachelors,15.3,JobRole_2,3.9,Tech,San Francisco,3,No,143107.33
48,Female,Masters,28.4,JobRole_12,3.0,Tech,New York,1,No,149327.52
35,Female,Bachelors,10.4,JobRole_13,4.0,Healthcare,Seattle,0,Yes,103606.08
21,Female,HighSchool,1.3,JobRole_6,3.4,Tech,Raleigh,1,Yes,47603.74
41,Female,HighSchool,20.6,JobRole_4,3.9,Retail,New York,3,No,99914.85
53,Male,Masters,25.8,JobRole_10,4.0,Finance,New York,2,Yes,160001.19
41,Male,Bachelors,25.9,JobRole_4,4.1,Finance,Miami,0,Yes,94391.72
29,Male,Bachelors,8.0,JobRole_9,4.6,Tech,Seattle,3,Yes,120115.42
